time,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5
2023-04-27,,,,,
2023-04-28,,,,,
2023-05-04,,,,,
2023-05-05,,,-0.016429900139448814,,
2023-05-08,,,-0.1231570856574115,,
2023-05-09,,,-0.009444951651104169,,
2023-05-10,,,0.07151962029919792,,
2023-05-11,,,0.006585307437454364,,
2023-05-12,,,0.1799887410132854,,
2023-05-15,,,0.1308168180049159,,
2023-05-16,,,0.21324645885687996,,
2023-05-17,,,-0.039534463011072725,,
2023-05-18,,,0.1784795507177813,,
2023-05-19,,,0.06061469095292106,,
2023-05-22,,,-0.09231110746601047,,
2023-05-23,,,0.06026517790379137,,
2023-05-24,,,0.11396730194687354,,1.2637767176948946
2023-05-25,,,0.133952309571455,,0.8909221918991924
2023-05-26,,,0.03276585888138548,,0.844389155251087
2023-05-29,,,0.2366592923427306,,1.2012832669229596
2023-05-30,,,0.007003917147510403,,0.7357414178807036
2023-05-31,,,-0.02825985405217888,0.6789762570141533,0.32767677167642545
2023-06-01,,,-0.04865786238262589,1.1706920387584439,0.19922301317746158
2023-06-02,,0.8328988574615351,-0.005662091394830593,1.0479061490434183,-1.0933171067370502
2023-06-05,,0.045798518178104854,0.07780854161934196,1.0648438192678509,-0.7807689142413888
2023-06-06,,0.42444543438934984,-0.03620371764102021,1.35028887921629,-1.1066591266473191
2023-06-07,,0.8328988574615351,-0.03151325242836156,1.2076860700669572,-0.629783556601576
2023-06-08,,1.7160342791939014,0.005110172614954834,0.7911573175034419,1.3027259378466785
2023-06-09,,1.2657800472795453,-0.060125875714244756,0.9232096747533752,0.9284095345920819
2023-06-12,,0.42444543438934984,-0.019339839133070517,0.7200652545932573,-0.01037861489730986
2023-06-13,,0.045798518178104854,-0.10426853126067956,0.2862717350271708,0.928568716592385
2023-06-14,,-0.29950450168169107,-0.02153252380207293,-0.5185131177914128,1.2648420523065695
2023-06-15,-1.0402012820795852,-0.6097198187515644,-0.09287410060228281,0.47541700430069506,1.2313035157688992
2023-06-16,-0.28314269614839194,0.42444543438934984,0.03730175978264997,0.9631704763247341,0.9193490674110595
2023-06-19,0.7983695694675977,0.8328988574615351,-0.023022326271564857,0.5232939559928117,-0.7161319516947465
2023-06-20,0.6902183429059988,-0.29950450168169107,0.01770367212169448,-0.31873674801845936,-0.8011134584033945
2023-06-21,0.5820671163443999,0.8328988574615351,-0.16727557496473267,-0.7077454242042476,-0.991157015675482
2023-06-22,1.0146720225907961,1.2657800472795453,0.04581571598228919,-1.9496133172455694,-0.9767403795645464
2023-06-23,1.0146720225907961,-0.8846860663199982,-0.015230804299753273,0.21669772989717814,-0.6751594447951759
2023-06-26,1.66357938196039,0.045798518178104854,-0.02358661207966638,0.2986300331749691,-1.2232537885681085
2023-06-27,1.555428155398791,-1.3342493461536284,0.12498499275541301,1.35028887921629,-1.365430091627718
2023-06-28,1.230974475713994,-1.1255153108421028,0.029748466876518175,-1.07801816801481,-1.144307168602403
2023-06-29,0.2576134366596029,-0.8846860663199982,-0.06263948519719605,0.29175612521110184,0.34405117039257815
2023-06-30,-0.823898828956387,1.7160342791939014,0.08650072347418916,-0.41227992226575444,1.1892391529645971
2023-07-03,-0.715747602394788,0.8328988574615351,-0.031088140529855694,-0.38800773653587367,0.6315789397164289
2023-07-04,1.0146720225907961,-0.29950450168169107,0.0864092524810796,-0.0907845929963417,-0.7289589974725061
2023-07-05,0.3657646632212019,-0.8846860663199982,0.2085539834466456,-0.3657582909949332,0.3738367467267286
2023-07-06,-1.364654961764382,0.42444543438934984,0.0037317250126689358,-0.3540832249880083,1.263650454392817
2023-07-07,-0.9320500555179859,-1.3342493461536284,-0.054161372687788464,-0.1679358135017233,0.7307220944107985
2023-07-10,-0.17499146958679296,-0.6097198187515644,-0.056892227171745226,-1.790957352745346,-0.02852059242065217
2023-07-11,0.2576134366596029,-0.6097198187515644,-0.04465438097252492,-0.5232262771079735,-0.48814919263610385
2023-07-12,-0.28314269614839194,0.8328988574615351,-0.02358661207966638,-0.22202454924243226,-0.6450606083805578
2023-07-13,-0.17499146958679296,-0.8846860663199982,-0.015594500919671704,-0.2511182880205092,-0.646734595753073
2023-07-14,1.447276928837192,-1.3342493461536284,0.9606857639110522,-1.9496133172455694,-1.4076468851591002
2023-07-17,1.447276928837192,-1.1255153108421028,0.1673116646494589,1.35028887921629,-1.3911652816065476
2023-07-18,0.9065207960291971,-0.8846860663199982,-0.25601417920224806,1.0349428936116383,-1.1878292363707874
2023-07-19,0.7983695694675977,1.2657800472795453,-0.05160422205477245,1.35028887921629,-1.019718895648518
2023-07-20,1.447276928837192,-0.6097198187515644,0.21825755053668608,-1.9496133172455694,-1.3505524622909002
2023-07-21,1.339125702275593,-0.6097198187515644,0.3105913163327392,0.5156719074187116,-1.3113291752808163
2023-07-24,0.5820671163443999,0.045798518178104854,0.2842013433842082,0.9631024396367353,-1.2016457640183729
2023-07-25,-0.9320500555179859,0.8328988574615351,-0.12488460426330747,1.35028887921629,0.33748364655882745
2023-07-26,0.04131098353640498,0.42444543438934984,-0.024289090076736797,0.02460714386238028,0.03867653592478281
2023-07-27,0.2576134366596029,-0.6097198187515644,0.0824080600939628,-0.6734039249959743,-0.9300220931899139
2023-07-28,0.7983695694675977,0.8328988574615351,-0.11096967748329616,-0.027842889222101798,-1.2302575912896208
2023-07-31,-0.49944514927159006,0.42444543438934984,0.06248863611968678,1.1944037311823672,-0.5738725995755485
